sample_id,brand,panel,thickness_um,thickness_mils,oem_range_um,label
V0235-fender_right,Jeep,fender_right,94.7,3.73,96-110,factory_normal
V0235-quarter_left,Jeep,quarter_left,105.3,4.15,96-110,factory_normal
V0235-quarter_right,Jeep,quarter_right,111.4,4.39,96-110,factory_normal
V0235-bumper_front,Jeep,bumper_front,110.0,4.33,96-110,factory_normal
V0235-bumper_rear,Jeep,bumper_rear,128.9,5.07,96-110,factory_normal
V0235-door_jamb_left,Jeep,door_jamb_left,104.4,4.11,96-110,factory_normal
V0235-door_jamb_right,Jeep,door_jamb_right,95.0,3.74,96-110,factory_normal
V0236-hood,Tesla,hood,99.7,3.93,90-120,factory_normal
V0236-roof,Tesla,roof,99.8,3.93,90-120,factory_normal
V0236-trunk,Tesla,trunk,115.0,4.53,90-120,factory_normal
V0236-door_front_left,Tesla,door_front_left,94.7,3.73,90-120,factory_normal
V0236-door_front_right,Tesla,door_front_right,101.2,3.98,90-120,factory_normal
V0236-door_rear_left,Tesla,door_rear_left,103.1,4.06,90-120,factory_normal
V0236-door_rear_right,Tesla,door_rear_right,100.1,3.94,90-120,factory_normal
V0236-fender_left,Tesla,fender_left,100.6,3.96,90-120,factory_normal
V0236-fender_right,Tesla,fender_right,94.8,3.73,90-120,factory_normal
V0236-quarter_left,Tesla,quarter_left,100.6,3.96,90-120,factory_normal
V0236-quarter_right,Tesla,quarter_right,102.6,4.04,90-120,factory_normal
V0236-bumper_front,Tesla,bumper_front,98.0,3.86,90-120,factory_normal
V0236-bumper_rear,Tesla,bumper_rear,104.9,4.13,90-120,factory_normal
V0236-door_jamb_left,Tesla,door_jamb_left,99.4,3.91,90-120,factory_normal
V0236-door_jamb_right,Tesla,door_jamb_right,100.8,3.97,90-120,factory_normal
V0237-hood,Tesla,hood,103.4,4.07,90-120,factory_normal
V0237-roof,Tesla,roof,102.1,4.02,90-120,factory_normal
V0237-trunk,Tesla,trunk,99.8,3.93,90-120,factory_normal
V0237-door_front_left,Tesla,door_front_left,106.9,4.21,90-120,factory_normal
V0237-door_front_right,Tesla,door_front_right,100.7,3.96,90-120,factory_normal
V0237-door_rear_left,Tesla,door_rear_left,103.1,4.06,90-120,factory_normal
V0237-door_rear_right,Tesla,door_rear_right,106.1,4.18,90-120,factory_normal
V0237-fender_left,Tesla,fender_left,101.4,3.99,90-120,factory_normal
V0237-fender_right,Tesla,fender_right,110.0,4.33,90-120,factory_normal
V0237-quarter_left,Tesla,quarter_left,111.8,4.4,90-120,factory_normal
V0237-quarter_right,Tesla,quarter_right,105.3,4.15,90-120,factory_normal
V0237-bumper_front,Tesla,bumper_front,122.7,4.83,90-120,factory_normal
V0237-bumper_rear,Tesla,bumper_rear,124.8,4.91,90-120,factory_normal
V0237-door_jamb_left,Tesla,door_jamb_left,110.8,4.36,90-120,factory_normal
V0237-door_jamb_right,Tesla,door_jamb_right,102.1,4.02,90-120,factory_normal
V0238-hood,Tesla,hood,114.4,4.5,90-120,factory_normal
V0238-roof,Tesla,roof,117.5,4.63,90-120,factory_normal
V0238-trunk,Tesla,trunk,114.4,4.5,90-120,factory_normal
V0238-door_front_left,Tesla,door_front_left,112.7,4.44,90-120,factory_normal
V0238-door_front_right,Tesla,door_front_right,111.1,4.37,90-120,factory_normal
V0238-door_rear_left,Tesla,door_rear_left,114.3,4.5,90-120,factory_normal
V0238-door_rear_right,Tesla,door_rear_right,110.9,4.37,90-120,factory_normal
V0238-fender_left,Tesla,fender_left,116.8,4.6,90-120,factory_normal
V0238-fender_right,Tesla,fender_right,104.5,4.11,90-120,factory_normal
V0238-quarter_left,Tesla,quarter_left,109.8,4.32,90-120,factory_normal
V0238-quarter_right,Tesla,quarter_right,122.7,4.83,90-120,factory_normal
V0238-bumper_front,Tesla,bumper_front,115.5,4.55,90-120,factory_normal
V0238-bumper_rear,Tesla,bumper_rear,127.8,5.03,90-120,factory_normal
V0238-door_jamb_left,Tesla,door_jamb_left,110.4,4.35,90-120,factory_normal
V0238-door_jamb_right,Tesla,door_jamb_right,114.8,4.52,90-120,factory_normal
V0239-hood,Tesla,hood,120.1,4.73,90-120,factory_normal
V0239-roof,Tesla,roof,115.5,4.55,90-120,factory_normal
V0239-trunk,Tesla,trunk,131.1,5.16,90-120,factory_normal
V0239-door_front_left,Tesla,door_front_left,120.1,4.73,90-120,factory_normal
V0239-door_front_right,Tesla,door_front_right,116.5,4.59,90-120,factory_normal
V0239-door_rear_left,Tesla,door_rear_left,110.5,4.35,90-120,factory_normal
V0239-door_rear_right,Tesla,door_rear_right,114.4,4.5,90-120,factory_normal
V0239-fender_left,Tesla,fender_left,122.0,4.8,90-120,factory_normal
V0239-fender_right,Tesla,fender_right,123.4,4.86,90-120,factory_normal
V0239-quarter_left,Tesla,quarter_left,122.2,4.81,90-120,factory_normal
V0239-quarter_right,Tesla,quarter_right,118.8,4.68,90-120,factory_normal
V0239-bumper_front,Tesla,bumper_front,121.8,4.8,90-120,factory_normal
V0239-bumper_rear,Tesla,bumper_rear,134.3,5.29,90-120,factory_normal
V0239-door_jamb_left,Tesla,door_jamb_left,116.3,4.58,90-120,factory_normal
V0239-door_jamb_right,Tesla,door_jamb_right,116.4,4.58,90-120,factory_normal
V0240-hood,Tesla,hood,106.3,4.19,90-120,factory_normal
V0240-roof,Tesla,roof,99.3,3.91,90-120,factory_normal
V0240-trunk,Tesla,trunk,96.8,3.81,90-120,factory_normal
V0240-door_front_left,Tesla,door_front_left,110.6,4.35,90-120,factory_normal
V0240-door_front_right,Tesla,door_front_right,103.1,4.06,90-120,factory_normal
V0240-door_rear_left,Tesla,door_rear_left,111.2,4.38,90-120,factory_normal
V0240-door_rear_right,Tesla,door_rear_right,112.4,4.43,90-120,factory_normal
V0240-fender_left,Tesla,fender_left,103.8,4.09,90-120,factory_normal
V0240-fender_right,Tesla,fender_right,109.8,4.32,90-120,factory_normal
V0240-quarter_left,Tesla,quarter_left,103.6,4.08,90-120,factory_normal
V0240-quarter_right,Tesla,quarter_right,97.6,3.84,90-120,factory_normal
V0240-bumper_front,Tesla,bumper_front,119.3,4.7,90-120,factory_normal
V0240-bumper_rear,Tesla,bumper_rear,102.6,4.04,90-120,factory_normal
V0240-door_jamb_left,Tesla,door_jamb_left,109.6,4.31,90-120,factory_normal
V0240-door_jamb_right,Tesla,door_jamb_right,107.8,4.24,90-120,factory_normal
V0241-hood,Tesla,hood,108.5,4.27,90-120,factory_normal
V0241-roof,Tesla,roof,109.4,4.31,90-120,factory_normal
V0241-trunk,Tesla,trunk,117.9,4.64,90-120,factory_normal
V0241-door_front_left,Tesla,door_front_left,122.1,4.81,90-120,factory_normal
V0241-door_front_right,Tesla,door_front_right,115.6,4.55,90-120,factory_normal
V0241-door_rear_left,Tesla,door_rear_left,108.8,4.28,90-120,factory_normal
V0241-door_rear_right,Tesla,door_rear_right,114.9,4.52,90-120,factory_normal
V0241-fender_left,Tesla,fender_left,125.4,4.94,90-120,factory_normal
V0241-fender_right,Tesla,fender_right,113.8,4.48,90-120,factory_normal
V0241-quarter_left,Tesla,quarter_left,120.6,4.75,90-120,factory_normal
V0241-quarter_right,Tesla,quarter_right,109.5,4.31,90-120,factory_normal
V0241-bumper_front,Tesla,bumper_front,130.9,5.15,90-120,factory_normal
V0241-bumper_rear,Tesla,bumper_rear,136.3,5.37,90-120,factory_normal
V0241-door_jamb_left,Tesla,door_jamb_left,117.8,4.64,90-120,factory_normal
V0241-door_jamb_right,Tesla,door_jamb_right,118.7,4.67,90-120,factory_normal
V0242-hood,Tesla,hood,108.2,4.26,90-120,factory_normal
V0242-roof,Tesla,roof,116.5,4.59,90-120,factory_normal
V0242-trunk,Tesla,trunk,113.3,4.46,90-120,factory_normal
V0242-door_front_left,Tesla,door_front_left,104.8,4.13,90-120,factory_normal
V0242-door_front_right,Tesla,door_front_right,104.6,4.12,90-120,factory_normal
V0242-door_rear_left,Tesla,door_rear_left,112.2,4.42,90-120,factory_normal
V0242-door_rear_right,Tesla,door_rear_right,108.9,4.29,90-120,factory_normal
V0242-fender_left,Tesla,fender_left,109.6,4.31,90-120,factory_normal
V0242-fender_right,Tesla,fender_right,115.1,4.53,90-120,factory_normal
V0242-quarter_left,Tesla,quarter_left,113.5,4.47,90-120,factory_normal
V0242-quarter_right,Tesla,quarter_right,116.4,4.58,90-120,factory_normal
V0242-bumper_front,Tesla,bumper_front,99.7,3.93,90-120,factory_normal
V0242-bumper_rear,Tesla,bumper_rear,119.2,4.69,90-120,factory_normal
V0242-door_jamb_left,Tesla,door_jamb_left,114.6,4.51,90-120,factory_normal
V0242-door_jamb_right,Tesla,door_jamb_right,115.8,4.56,90-120,factory_normal
V0243-hood,Tesla,hood,97.9,3.85,90-120,factory_normal
V0243-roof,Tesla,roof,98.0,3.86,90-120,factory_normal
V0243-trunk,Tesla,trunk,97.2,3.83,90-120,factory_normal
V0243-door_front_left,Tesla,door_front_left,97.2,3.83,90-120,factory_normal
V0243-door_front_right,Tesla,door_front_right,177.5,6.99,90-120,respray
V0243-door_rear_left,Tesla,door_rear_left,103.7,4.08,90-120,factory_normal
V0243-door_rear_right,Tesla,door_rear_right,100.7,3.96,90-120,factory_normal
V0243-fender_left,Tesla,fender_left,89.9,3.54,90-120,thin_caution
V0243-fender_right,Tesla,fender_right,227.5,8.96,90-120,respray
V0243-quarter_left,Tesla,quarter_left,172.5,6.79,90-120,respray
V0243-quarter_right,Tesla,quarter_right,96.8,3.81,90-120,factory_normal
V0243-bumper_front,Tesla,bumper_front,103.2,4.06,90-120,factory_normal
V0243-bumper_rear,Tesla,bumper_rear,107.1,4.22,90-120,factory_normal
V0243-door_jamb_left,Tesla,door_jamb_left,98.2,3.87,90-120,factory_normal
V0243-door_jamb_right,Tesla,door_jamb_right,92.8,3.65,90-120,factory_normal
V0244-hood,Tesla,hood,94.3,3.71,90-120,factory_normal
V0244-roof,Tesla,roof,80.3,3.16,90-120,thin_caution
V0244-trunk,Tesla,trunk,89.7,3.53,90-120,thin_caution
V0244-door_front_left,Tesla,door_front_left,87.9,3.46,90-120,thin_caution
V0244-door_front_right,Tesla,door_front_right,89.3,3.52,90-120,thin_caution
V0244-door_rear_left,Tesla,door_rear_left,87.5,3.44,90-120,thin_caution
V0244-door_rear_right,Tesla,door_rear_right,90.7,3.57,90-120,factory_normal
V0244-fender_left,Tesla,fender_left,99.6,3.92,90-120,factory_normal
V0244-fender_right,Tesla,fender_right,88.4,3.48,90-120,thin_caution
V0244-quarter_left,Tesla,quarter_left,91.5,3.6,90-120,factory_normal
V0244-quarter_right,Tesla,quarter_right,100.0,3.94,90-120,factory_normal
V0244-bumper_front,Tesla,bumper_front,98.3,3.87,90-120,factory_normal
V0244-bumper_rear,Tesla,bumper_rear,106.4,4.19,90-120,factory_normal
V0244-door_jamb_left,Tesla,door_jamb_left,88.1,3.47,90-120,thin_caution
V0244-door_jamb_right,Tesla,door_jamb_right,90.2,3.55,90-120,factory_normal
V0245-hood,Tesla,hood,93.3,3.67,90-120,factory_normal
V0245-roof,Tesla,roof,91.8,3.61,90-120,factory_normal
V0245-trunk,Tesla,trunk,92.1,3.63,90-120,factory_normal
V0245-door_front_left,Tesla,door_front_left,98.3,3.87,90-120,factory_normal
V0245-door_front_right,Tesla,door_front_right,99.5,3.92,90-120,factory_normal
V0245-door_rear_left,Tesla,door_rear_left,90.0,3.54,90-120,factory_normal
V0245-door_rear_right,Tesla,door_rear_right,90.0,3.54,90-120,factory_normal
V0245-fender_left,Tesla,fender_left,95.3,3.75,90-120,factory_normal
V0245-fender_right,Tesla,fender_right,101.0,3.98,90-120,factory_normal
V0245-quarter_left,Tesla,quarter_left,99.1,3.9,90-120,factory_normal
V0245-quarter_right,Tesla,quarter_right,87.1,3.43,90-120,thin_caution
V0245-bumper_front,Tesla,bumper_front,83.9,3.3,90-120,thin_caution
V0245-bumper_rear,Tesla,bumper_rear,88.4,3.48,90-120,thin_caution
V0245-door_jamb_left,Tesla,door_jamb_left,94.2,3.71,90-120,factory_normal
V0245-door_jamb_right,Tesla,door_jamb_right,95.2,3.75,90-120,factory_normal
V0246-hood,Tesla,hood,105.1,4.14,90-120,factory_normal
V0246-roof,Tesla,roof,90.4,3.56,90-120,factory_normal
V0246-trunk,Tesla,trunk,105.1,4.14,90-120,factory_normal
V0246-door_front_left,Tesla,door_front_left,97.6,3.84,90-120,factory_normal
V0246-door_front_right,Tesla,door_front_right,102.8,4.05,90-120,factory_normal
V0246-door_rear_left,Tesla,door_rear_left,92.6,3.65,90-120,factory_normal
V0246-door_rear_right,Tesla,door_rear_right,99.2,3.91,90-120,factory_normal
V0246-fender_left,Tesla,fender_left,100.4,3.95,90-120,factory_normal
V0246-fender_right,Tesla,fender_right,105.0,4.13,90-120,factory_normal
V0246-quarter_left,Tesla,quarter_left,91.3,3.59,90-120,factory_normal
V0246-quarter_right,Tesla,quarter_right,99.3,3.91,90-120,factory_normal
V0246-bumper_front,Tesla,bumper_front,111.0,4.37,90-120,factory_normal
V0246-bumper_rear,Tesla,bumper_rear,123.3,4.85,90-120,factory_normal
V0246-door_jamb_left,Tesla,door_jamb_left,94.3,3.71,90-120,factory_normal
V0246-door_jamb_right,Tesla,door_jamb_right,101.0,3.98,90-120,factory_normal
V0247-hood,Tesla,hood,102.4,4.03,90-120,factory_normal
V0247-roof,Tesla,roof,97.6,3.84,90-120,factory_normal
V0247-trunk,Tesla,trunk,108.4,4.27,90-120,factory_normal
V0247-door_front_left,Tesla,door_front_left,97.6,3.84,90-120,factory_normal
V0247-door_front_right,Tesla,door_front_right,102.8,4.05,90-120,factory_normal
V0247-door_rear_left,Tesla,door_rear_left,103.4,4.07,90-120,factory_normal
V0247-door_rear_right,Tesla,door_rear_right,107.2,4.22,90-120,factory_normal
V0247-fender_left,Tesla,fender_left,100.5,3.96,90-120,factory_normal
V0247-fender_right,Tesla,fender_right,100.2,3.94,90-120,factory_normal
V0247-quarter_left,Tesla,quarter_left,104.1,4.1,90-120,factory_normal
V0247-quarter_right,Tesla,quarter_right,108.7,4.28,90-120,factory_normal
V0247-bumper_front,Tesla,bumper_front,113.7,4.48,90-120,factory_normal
V0247-bumper_rear,Tesla,bumper_rear,97.4,3.83,90-120,factory_normal
V0247-door_jamb_left,Tesla,door_jamb_left,101.9,4.01,90-120,factory_normal
V0247-door_jamb_right,Tesla,door_jamb_right,103.4,4.07,90-120,factory_normal
V0248-hood,Mazda,hood,70.9,2.79,70-90,thin_caution
V0248-roof,Mazda,roof,67.5,2.66,70-90,very_thin_decline
V0248-trunk,Mazda,trunk,60.2,2.37,70-90,very_thin_decline
V0248-door_front_left,Mazda,door_front_left,76.6,3.02,70-90,thin_caution
V0248-door_front_right,Mazda,door_front_right,72.7,2.86,70-90,thin_caution
V0248-door_rear_left,Mazda,door_rear_left,78.8,3.1,70-90,thin_caution
V0248-door_rear_right,Mazda,door_rear_right,69.4,2.73,70-90,very_thin_decline
V0248-fender_left,Mazda,fender_left,64.9,2.56,70-90,very_thin_decline
V0248-fender_right,Mazda,fender_right,72.8,2.87,70-90,thin_caution
V0248-quarter_left,Mazda,quarter_left,79.4,3.13,70-90,thin_caution
V0248-quarter_right,Mazda,quarter_right,73.8,2.91,70-90,thin_caution
V0248-bumper_front,Mazda,bumper_front,86.2,3.39,70-90,thin_caution
V0248-bumper_rear,Mazda,bumper_rear,85.6,3.37,70-90,thin_caution
V0248-door_jamb_left,Mazda,door_jamb_left,74.6,2.94,70-90,thin_caution
V0248-door_jamb_right,Mazda,door_jamb_right,72.5,2.85,70-90,thin_caution
V0249-hood,Mazda,hood,74.4,2.93,70-90,thin_caution
V0249-roof,Mazda,roof,70.4,2.77,70-90,thin_caution
V0249-trunk,Mazda,trunk,79.7,3.14,70-90,thin_caution
V0249-door_front_left,Mazda,door_front_left,85.4,3.36,70-90,thin_caution
V0249-door_front_right,Mazda,door_front_right,88.8,3.5,70-90,thin_caution
V0249-door_rear_left,Mazda,door_rear_left,83.3,3.28,70-90,thin_caution
V0249-door_rear_right,Mazda,door_rear_right,86.0,3.39,70-90,thin_caution
V0249-fender_left,Mazda,fender_left,79.9,3.15,70-90,thin_caution
V0249-fender_right,Mazda,fender_right,79.0,3.11,70-90,thin_caution
V0249-quarter_left,Mazda,quarter_left,187.8,7.39,70-90,respray
V0249-quarter_right,Mazda,quarter_right,79.5,3.13,70-90,thin_caution
V0249-bumper_front,Mazda,bumper_front,219.3,8.63,70-90,respray
V0249-bumper_rear,Mazda,bumper_rear,77.1,3.04,70-90,thin_caution
V0249-door_jamb_left,Mazda,door_jamb_left,78.4,3.09,70-90,thin_caution
V0249-door_jamb_right,Mazda,door_jamb_right,79.2,3.12,70-90,thin_caution
V0250-hood,Mazda,hood,66.1,2.6,70-90,very_thin_decline
V0250-roof,Mazda,roof,74.8,2.94,70-90,thin_caution
V0250-trunk,Mazda,trunk,73.2,2.88,70-90,thin_caution
V0250-door_front_left,Mazda,door_front_left,86.8,3.42,70-90,thin_caution
V0250-door_front_right,Mazda,door_front_right,84.6,3.33,70-90,thin_caution
V0250-door_rear_left,Mazda,door_rear_left,79.8,3.14,70-90,thin_caution
V0250-door_rear_right,Mazda,door_rear_right,85.8,3.38,70-90,thin_caution
V0250-fender_left,Mazda,fender_left,86.4,3.4,70-90,thin_caution
V0250-fender_right,Mazda,fender_right,176.5,6.95,70-90,respray
V0250-quarter_left,Mazda,quarter_left,80.4,3.17,70-90,thin_caution
V0250-quarter_right,Mazda,quarter_right,71.7,2.82,70-90,thin_caution
V0250-bumper_front,Mazda,bumper_front,70.0,2.76,70-90,thin_caution
V0250-bumper_rear,Mazda,bumper_rear,80.9,3.19,70-90,thin_caution
V0250-door_jamb_left,Mazda,door_jamb_left,81.6,3.21,70-90,thin_caution
V0250-door_jamb_right,Mazda,door_jamb_right,81.6,3.21,70-90,thin_caution
V0251-hood,Mazda,hood,87.3,3.44,70-90,thin_caution
V0251-roof,Mazda,roof,85.4,3.36,70-90,thin_caution
V0251-trunk,Mazda,trunk,75.6,2.98,70-90,thin_caution
V0251-door_front_left,Mazda,door_front_left,91.1,3.59,70-90,factory_normal
V0251-door_front_right,Mazda,door_front_right,90.9,3.58,70-90,factory_normal
V0251-door_rear_left,Mazda,door_rear_left,83.6,3.29,70-90,thin_caution
V0251-door_rear_right,Mazda,door_rear_right,91.9,3.62,70-90,factory_normal
V0251-fender_left,Mazda,fender_left,86.9,3.42,70-90,thin_caution
V0251-fender_right,Mazda,fender_right,80.6,3.17,70-90,thin_caution
V0251-quarter_left,Mazda,quarter_left,89.9,3.54,70-90,thin_caution
V0251-quarter_right,Mazda,quarter_right,88.8,3.5,70-90,thin_caution
V0251-bumper_front,Mazda,bumper_front,85.6,3.37,70-90,thin_caution
V0251-bumper_rear,Mazda,bumper_rear,73.4,2.89,70-90,thin_caution
V0251-door_jamb_left,Mazda,door_jamb_left,89.4,3.52,70-90,thin_caution
V0251-door_jamb_right,Mazda,door_jamb_right,84.0,3.31,70-90,thin_caution
V0252-hood,Mazda,hood,78.6,3.09,70-90,thin_caution
V0252-roof,Mazda,roof,77.7,3.06,70-90,thin_caution
V0252-trunk,Mazda,trunk,67.0,2.64,70-90,very_thin_decline
V0252-door_front_left,Mazda,door_front_left,80.0,3.15,70-90,thin_caution
V0252-door_front_right,Mazda,door_front_right,88.7,3.49,70-90,thin_caution
V0252-door_rear_left,Mazda,door_rear_left,88.9,3.5,70-90,thin_caution
V0252-door_rear_right,Mazda,door_rear_right,85.3,3.36,70-90,thin_caution
V0252-fender_left,Mazda,fender_left,82.0,3.23,70-90,thin_caution
V0252-fender_right,Mazda,fender_right,75.3,2.96,70-90,thin_caution
V0252-quarter_left,Mazda,quarter_left,83.9,3.3,70-90,thin_caution
V0252-quarter_right,Mazda,quarter_right,79.5,3.13,70-90,thin_caution
V0252-bumper_front,Mazda,bumper_front,107.4,4.23,70-90,factory_normal
V0252-bumper_rear,Mazda,bumper_rear,110.0,4.33,70-90,factory_normal
V0252-door_jamb_left,Mazda,door_jamb_left,81.7,3.22,70-90,thin_caution
V0252-door_jamb_right,Mazda,door_jamb_right,76.3,3.0,70-90,thin_caution
V0253-hood,Mazda,hood,66.5,2.62,70-90,very_thin_decline
V0253-roof,Mazda,roof,69.8,2.75,70-90,very_thin_decline
V0253-trunk,Mazda,trunk,61.5,2.42,70-90,very_thin_decline
V0253-door_front_left,Mazda,door_front_left,70.5,2.78,70-90,thin_caution
V0253-door_front_right,Mazda,door_front_right,72.1,2.84,70-90,thin_caution
V0253-door_rear_left,Mazda,door_rear_left,75.4,2.97,70-90,thin_caution
V0253-door_rear_right,Mazda,door_rear_right,69.4,2.73,70-90,very_thin_decline
V0253-fender_left,Mazda,fender_left,63.3,2.49,70-90,very_thin_decline
V0253-fender_right,Mazda,fender_right,74.2,2.92,70-90,thin_caution
V0253-quarter_left,Mazda,quarter_left,76.7,3.02,70-90,thin_caution
V0253-quarter_right,Mazda,quarter_right,70.7,2.78,70-90,thin_caution
V0253-bumper_front,Mazda,bumper_front,75.6,2.98,70-90,thin_caution
V0253-bumper_rear,Mazda,bumper_rear,78.3,3.08,70-90,thin_caution
V0253-door_jamb_left,Mazda,door_jamb_left,69.4,2.73,70-90,very_thin_decline
V0253-door_jamb_right,Mazda,door_jamb_right,73.4,2.89,70-90,thin_caution
V0254-hood,Mazda,hood,76.2,3.0,70-90,thin_caution
V0254-roof,Mazda,roof,81.9,3.22,70-90,thin_caution
V0254-trunk,Mazda,trunk,81.7,3.22,70-90,thin_caution
V0254-door_front_left,Mazda,door_front_left,92.4,3.64,70-90,factory_normal
V0254-door_front_right,Mazda,door_front_right,89.7,3.53,70-90,thin_caution
V0254-door_rear_left,Mazda,door_rear_left,90.1,3.55,70-90,factory_normal
V0254-door_rear_right,Mazda,door_rear_right,89.4,3.52,70-90,thin_caution
V0254-fender_left,Mazda,fender_left,86.8,3.42,70-90,thin_caution
V0254-fender_right,Mazda,fender_right,84.2,3.31,70-90,thin_caution
V0254-quarter_left,Mazda,quarter_left,89.2,3.51,70-90,thin_caution
